Date,Owner,Title,FU Reply
2019-02-18 09:33:00,beyoungcarerock,"BPN: Prabowo Nggak Gagap Unicorn, Industri Digital Bukan Tema Debat",Ngeles aja lu tong
2019-02-17 14:55:00,bukan.salman,"Divestasi Freeport, Eks Menteri ESDM Sebut Pemerintahan Jokowi ‘Lebay’",Menteri pecatan dan cagub gagal
2019-02-17 14:36:00,kabar.kabur,Massa Umat Islam Doa Bersama di Monas Diguyur Hujan Deras Berjam-jam Tetap Bertahan,Mantaap Kalau petir sambar menyambar juga tetap bertahan yah Lumayanlah kena sengatan dikit :lehuga Wkwkkwk mati sangit... eh mati syahid
2019-02-17 10:46:00,andika.1stravel,"Sudah Diundang, Panitia Sayangkan Prabowo Tak Hadir di Tanwir Muhammadiyah",Takut disuruh jadi imam
2019-02-16 14:56:00,silents.,"Dikaitkan dengan Puskaptis, Husin Yazid: Indomatrik Berdiri Sendiri",Mantap Auto sujud syukur nih
2019-02-16 14:53:00,silents.,Soal Jarak Jadi Alasan Prabowo Tak Hadir Tanwir Muhammadiyah,Takut disuruh ngaji
2019-02-16 14:41:00,silents.,"BPN Prabowo: Track Record Indomatrik Bagus, Hasil Surveinya Akurat",Udah boleh sujud syukur blm nih?
2019-02-15 19:03:00,kabar.kabur,"Didit Hediprasetyo Anak Prabowo Subianto, Hadiri Ulang Tahun Paris Hilton",Cucok cyn!!!
2019-02-14 14:19:00,kabar.bumi,"Miris, Kembali Terjadi Hoaks Ribuan Orang Sambut Prabowo di Bandung",Wkwkwkwkw bodoh
2019-02-14 14:01:00,jaiynrais,Takmir Keberatan Rencana Prabowo Jumatan di Masjid Kauman Semarang,Coba suruh jadi imam
2019-02-14 10:02:00,victimofgip44,"Adik Ahok: kimpoi Saja, Tak Perlu Berlindung Pakai Kata Mama",bodoh cari panggung
2019-02-13 10:39:00,silents.,Pesan Ahmad Dhani Untuk Karni Ilyas: Jangan Tulis Saya Dibui,Masuk fenjara ? :imlek https://s.kaskus.id/images/2019/02/13/50868_201902130832340282.jpg https://s.kaskus.id/images/2019/02/13/50868_201902130834320965.jpg Wkwkwkkwkwkw
2019-02-13 10:29:00,bukan.salman,Kuasa Hukum Sebut Ahmad Dhani Bukan Tahanan di Surabaya,Sukurin
2019-02-13 10:19:00,ajgmj.asli,"Elite BPN Jadi Tersangka, Fadli Zon : Kami Akan Bela Habis-Habisan !!!",Salah juga lo belain
2019-02-13 10:04:00,satyabot,"Bantahan Subkhan yang Nangis Curhat ke Sandi: Saya Petani, Bukan Timses",Bodo amat
2019-02-13 10:02:00,karikai04,"Gak Terima Prabowo-Sandi Selalu Nomor 2, Fadli Zon Suruh Lembaga Survei Bunuh Diri",Udah boleh sujud syukur gak neh
2019-02-10 11:26:00,cloning.ortillo,"Posko Prabowo-Sandiaga di Solo Kemalingan, Ada TV Hilang",Kalo maling biasanya kampret
2019-02-10 11:02:00,surgaterrorist,"Keliling CFD, Komunitas Peduli Hijab Tolak Perayaan Valentine",Valentine no Poligami ayo
2019-02-07 20:09:00,pelindungsapi,"Fadli Zon, Akademisi Cerdas Pencinta Budaya",Mas danang the comment
2019-02-07 18:51:00,Xtyb,"Survei LSI: Elektabilitas Jokowi-Ma ruf 54,8%, Prabowo-Sandi 31,0%",selisih 9% dan terus menipis Apanya yg 9 persen?
2019-02-04 17:30:00,jpnn.com,Amien Rais Beber Pertanda Keberpihakan Tuhan untuk Prabowo-Sandi,kayak temennya Tuhan aja Wkkwwkwkwkwkw
2019-02-04 17:09:00,jpnn.com,"Jangan Sok Tahu soal Wacana Motor Masuk Tol, Ini Penjelasan Lengkapnya","Gpp, biar panasbung seneng"
2019-02-04 15:02:00,historia.id,"Rob Allyn, Konsultan Asing Prabowo si Pemecah Belah Indonesia",Antek asing yg sesungguhnya
2019-02-04 12:40:00,kbeniadip,"Lieus Sungkharisma, penguasa rutan yang semprot sipir yang sesuai prosedur!",Nguik nguik nguik
2019-01-31 19:33:00,singa.banci,Polisi Sebut Kemungkinan Tersangka Baru di Kasus Hoaks Ratna,kyknya dokter gigi bakal kena neh Amin
2019-01-31 16:04:00,ikardus,Pukul 15:00 WIB: Rupiah Tetap Perkasa di Rp 13.970/US$,Rupiah kuat pada diem Rupiah lemah pada bodoh2in jokowi
2019-01-27 19:20:00,banicebong,"Rocky Gerung: Kesederhanaan Jokowi Cocok Sebagai Kepala Keluarga, Bukan Kepala Negara",Fun fact: rocky ini 52 tahun dan blm nikah
2019-01-17 13:46:00,albetbengal,Selisih Jokowi-Ma ruf Vs Prabowo-Sandi di 5 Survei Terbaru,tenang masih ada 3 bulan menuju 17 April 2019 :o Pak Beye dan team belum turun langsung tuh kampanye nya :D Turun tangan jg gak ada efeknya. Kader dan pemilih demokrat udah dikit. Kampanye pun setengah hati karena ahy gagal jadi cawapres. Duit pun males ngeluarin. Congornya andi arief sering blun
2019-01-17 10:21:00,albetbengal,Selisih Jokowi-Ma ruf Vs Prabowo-Sandi di 5 Survei Terbaru,Jadi mundur gak neh?
2019-01-16 11:23:00,kabar.kabur,"Kronologi Lucinta Luna Murka pada Hafiz Fatih Seferagic, Isi Chatting Dibongkar",Wkwkkkw si bencong di kubu kampret
2019-01-15 18:07:00,becakmini.v7,Ustaz Sambo Menilai Bacaan Qulhu dan Alfatihah Prabowo Bagus,Kalah sama anak sd
2019-01-14 07:08:00,pungcray,"Ustaz Arifin Ilham Tulis Pesan Kematian di Facebook, Doa dan Tangis Pun Mengalir",wowo dah jenguk lum si? serius nanya...?!! Udah kok
2019-01-02 19:41:00,LordFaries,"Panas! Dituding Belum Sumbang Dana Kampanye Prabowo-Sandiaga, Begini Respons PKS",Bantu doa sudah lebih dari cukup
2018-12-31 14:13:00,kodok.nongkrng4,Uni Emirates Arab Nyalakan Kembang Api Terbesar di Dunia,Indonesia lebih islami
2018-12-30 20:01:00,janganbully,Gisel Tak Kuasa Menahan Haru Dengar Gempi Menyanyi Untuk Mama ,Gempi pendukung prabowo bukan?
2018-12-23 08:07:00,venomwolf,"Soal Pertemuan SBY dan Prabowo, Natalius Pigai: Aura Kemenangan Prabowo Kian Terasa",Bagus lah Langsung deklarasi kemenangan trus sujud syukur
2018-12-14 14:31:00,manwarsalahudin,"Jadi Perbincangan Hangat, Akun Instagram Artis Faye Nicole Jones Hilang","Nama lahir Lengkap : Faye Nicole Jones Nama Populer : Faye Nicole Tempat Tanggal Lahir : Berlin, Jerman, 9 Oktober 1999 Umur : 19 Tahun (2018) Agama : Islam Kebangsaan : Indonesia Pekerjaan : Aktris dan Model Tahun Aktif : 2013 - Sekarang Nama Pacar : - Akun Instagram asli : @fayenicolee_ ehem ehem"
2018-12-13 13:00:00,venomwolf88,"Tanggapi Masalah Thahjo, Ustaz Tengku : Sekalian Bareng-bareng Bos Anda Juga Mundur",Sumbernya k0ntol lah
2018-12-13 12:58:00,kasbos,Anies Pastikan Nikah Massal Kembali Digelar Malam Tahun Baru 2019,Wowo suruh ikut
2018-12-13 10:48:00,politickntricks,Mata Najwa Rahasia Keluarga Jokowi : Jokowi Ternyata Tidak Pernah Ucapkan I Love Yo,"cebong silahkan mencontoh kehidupan junjungannya :D Tentara pecatan, cerai, anak melambai, pendukungnya radikal, partai koalisi gak all out mendukung"
2018-12-13 09:39:00,andika.1stravel,"Ditangkap Densus 88, Ibrahim Kerap Dijemput Pria Misterius",Satu kampret terciduk
2018-12-12 18:41:00,Muzmuz,PKS Ungkit Tak All-out di Pilpres Jika Kursi Wagub DKI Belum Jelas,"Tau deh ana lama lama kesel juga sama gerindra dki, kok ya nafsu banget sih sama jabatan, ini pengaruhnya bukan kader yang di dki saja tapi nasional Kwwkkwkw bodoh"
2018-12-12 11:58:00,ivoox.id,La Nyalla Ngaku Embuskan Isu Jokowi China-PKI dan Sebar Obor Rakyat,Tapi kenapa yah nasbung sampai saat ini nganggap jokowi antek PKI? Karena mereka bodoh
2018-12-12 11:22:00,albetbengal,Presiden Dijadwalkan Lakukan Peletakan Batu Pertama Tol Aceh,Kampret gak perlu lewat tol. Roda dua mana boleh lewat tol
2018-12-12 11:12:00,jendral.kardus,Dahnil Anzar: Prabowo Jujur Masih Perlu Belajar Agama,Belajar setiap 5 th sekali :malu: Rujuk sama mantan istri 5 tahun sekali juga
2018-12-12 10:09:00,difitnah.teman,"Video Prabowo Wudu Beredar Lagi, Gerindra: Mereka Panik",Junjungan kampret emang aneh
2018-12-12 10:08:00,Lampyridae,"Usai Stop Iklan Shopee, Muncul Dukungan Maimon Herawati Jadi Personel BLACKPINK",Kampret bodoh
2018-12-02 20:12:00,bangzaldi,Ini Penyebab Demokrat Absen di Reuni 212,Wkkwkwkw
2018-12-02 10:34:00,bona1707,Peserta Reuni 212 Teriak Takbir Saat Lihat Awan Mirip Lafaz Allah di Monas,Ini termasuk pinter apa bodoh
2018-12-01 11:12:00,media.dakwah,Oknum Guru di Aceh Timur Cabuli dan Setubuhi Siswinya di Sekolah,Aceh gitu loh
2018-11-22 11:26:00,pungcray,"Harga Sembako Digoreng , Kirana Larasati Belanja Rp 50 Ribu","Mbaknya lupa beli minyak goreng dan beras. Lupa beli bumbu dapur lainnya seperti garam, merica, penyedap rasa dll (mungkin asumsinya udah ada barang2 itu di rumah). Itu 50rb belum termasuk gas elpiji juga ya. Dan kalo liat videonya, beli tahu kebanyakan. Belum ongkos bensin dari rumah ke pasar. G..."
2018-11-10 18:03:00,l4d13put,"Dulu Dibui karena Pidato PRRI , Kasman Singodimedjo Kini Pahlawan",Kasman singodimedjo = Cash man lion on the table
2018-11-10 11:05:00,otak.100cc,Habib Rizieq: Polisi Saudi Putuskan Saya sebagai Korban,Panasbung delusi
2018-11-10 11:02:00,kresna.duta,Beredar Video Prabowo Salah Sebut Sila ke-4 Pancasila,Dimaafkan aja Kalo jokowi yg salah baru kita bodoh2in
2018-11-07 12:04:00,anying.kau,Kemlu: Rizieq Diperiksa Aparat Saudi karena Aduan Pasang Bendera ISIS,Demo raja salman
2018-11-01 15:43:00,politickntricks,"Target Imunisasi MR Tak Tercapai, Diperpanjang Hingga Akhir 2018",Coba dicek itu yg gak divaksin pendukung prabowo bukan?
2018-10-29 18:51:00,romaningusan,"Junjung Empati, Jangan Sebar Hoaks dari Musibah Jatuhnya Lion Air",Si tofa lemon tuh tadi sebar hoax trus hapus tweet
2018-10-27 10:41:00,albetbengal,Strategi kampanye senyap ala SBY demi menangkan Demokrat dan Prabowo-Sandi,Kampanye sambil tidur
2018-10-26 12:36:00,paman.happy,Putra Prabowo Pernah Sarankan Sang Ayah untuk Ganti Kostum,Mantap tuh dapat saran dari desainer paris
2018-10-23 11:39:00,albetbengal,"Prabowo Sebut 99% Rakyat RI Hidup Pas-Pasan, Benarkah?",Tampang lo pas pasan
2018-10-22 12:10:00,stealth.mode,"Capaian Imunisasi MR: Papua Barat Tertinggi, Aceh Masih 6,43 Persen",Wkwkwkw aceh gitu loh
2018-10-04 22:44:00,trirestya,Polisi Tangkap Ratna Sarumpaet di Bandara Saat akan Terbang ke Cile,Ini negara hukum
2018-10-03 11:35:00,beyoungcarerock,"Polisi: 21 September, Ratna Sarumpaet ke RS Bedah Bina Estetika Menteng",Kasian pulang rumahnya pake blue bird
2018-09-23 17:43:00,ndoromuda,"Sandiaga Kaget, di Kota Solo Harga Semangkuk Soto Rp5 ribu",Itu dulu gan Sekarang di solo serba mahal dan banyak penjual makanan yang gulung tikar karena sepi pembeli ditambah modal untuk membeli bahan masakan juga semakin tak terjangkau Sudah banyak gan rakyat solo yang menjerit tapi ga keliput media saja Elu aja yg menjerit
2018-09-20 23:14:00,BMAGLY,Para Konglomerat di Belakang Jokowi dan Prabowo pada Pilpres 2019,hiii ngerii ada yg didukung napi pembunuhan :berdukas wah om TOMMY SUHARTO di kubu wowok ya.... :imlek2 Ngeri ya duitnya gak habis2
2018-09-13 19:14:00,InRealLife,"Prabowo: Saya Nyaman dengan NU, Islam yang Berdiri di Atas Tradisi Indonesia",Ntar pks ngambek wok
2018-09-13 18:29:00,sabaracinta,Foto Berbicara Akrabnya Prabowo dengan Keluarga Gus Dur,Disuruh jadi imam gak?
2018-08-29 07:31:00,shahrah018,"Diindikasikan Terima Dana Korupsi Idrus Marham, FDIK Minta KPK Periksa Ngabalin",Alumni KMP
2018-08-24 19:35:00,nyai.dasimah99,"Idrus Tersangka, Gerindra Pertanyakan Komitmen Antikorupsi Jokowi",Alumni timses wowo
2018-08-14 11:36:00,silents.,"Sempat Viral di Medsos, Tarif Kenaikan Rusun Cipinang Direvisi",Bereaksi kalo ada bullyan
2018-08-13 18:13:00,2019gantikardus,"Strategi Jitu, Jokowi Terkena Jebakan Batman",Masih ingat ramalan jayabaya? :) Ternyata SandiUno orang dalam Ramalan gan :) SoekarNO SoeharTO YudonoNO SandiaGO (2019) Tinggal RO tp kemungkinan Amin ROis (2024) Bantu...share gan :) Halah kntl
2018-08-13 18:00:00,otak.100cc,PKS: Tidak Masalah Aher Turun Jabatan Jadi Wagub Dki,Serakah dia
2018-08-13 17:55:00,junkrick,Kelakar Prabowo yang Tak Bisa Tidur karena Kelaparan Sebelum Tes Kesehatan,Belum pernah puasa
2018-08-13 17:17:00,icarduz,Densus 88 Tangkap 5 Terduga Teroris di Sumbar,Ingat sumbar ingat panasbung
2018-08-13 15:07:00,ikardus,"Lewat Tol Balikpapan-Samarinda, Warga Bisa Hemat Waktu 2-3 Jam",Terima kasih prabowo-sandi
2018-08-12 18:33:00,ermamelati,"Demokrat Jatim: Wis Wayahe Prabowo Presiden, Saatnya yang Muda Memimpin",Wowok 25 tahun bray
2018-08-12 13:48:00,fitriasarina,"Doa SBY: Ya Allah, Jangan Beri Jalan Mudah dan Lunak Bagi AHY-Ibas","Jalan lunak, kntl lunak"
2018-08-11 21:02:00,andika.1stravel,Andi Arief Sebut Elite Demokrat Terima Info Mahar Rp 500 M Langsung Dari Fadli Zon,Mantep bener lu zonk
2018-08-11 20:57:00,president.trump,Ani ke AHY : Tak Perlu Kecil Hati Bila Dibilang Anak Ingusan,Anak ingusan ditampol 500m
2018-08-11 20:48:00,2019gantikardus,Ratna Sarumpaet Serang Kiai Ma ruf Amin,Ini orang ngomongnya ngawur bgt ya
2018-08-11 20:42:00,kabar.kabur,Habiburokhman: Di Suhu 19 Derajat Saja Prabowo Buka Baju,Itu kok pks gak teriak2 tentang aurat ya?
2018-08-11 17:48:00,bane.,Mentertawakan Persiapan Asian Games di Jakarta via Meme,Mantap nih si uno malah kabur di menit2 akhir asian games. Pusing tuh gubernur arab
2018-08-11 17:45:00,bane.,"ILC Gelar Polling Prabowo-Sandi Vs Jokowi-Ma ruf, Hasilnya Mengejutkan",https://s.kaskus.id/images/2018/08/11/7005911_201808111138290252.png Mantap
2018-08-10 23:45:00,foxvenom88,Pengamat nilai Jokowi memperagakan jurus mahaguru perang Sun Tzu,Kasian Jokowi gk berdaya di ketek para ketua parpol koalisi Mahfud MD jelas lebih bersinar Pantat lo bersinar
2018-08-10 14:42:00,sandypsd,"Prabowo ""Diapit"" Sandiaga Dan AHY Saat",Demokrat gerbong kosong
2018-08-10 13:58:00,kucingnyapakrt,Ternyata Ini Alasan Demokrat Dukung Prabowo-Sandi,"semoga mas AHY dapat tempat Iya, di dalam kardus"
2018-08-10 12:19:00,kabar.kabur,Ibas: Jauhilah Sifat Fiktor (Fikiran Kotor),Wahai rakyatku
2018-08-10 11:37:00,emmanuel.macron,Ciuman Cak Imin untuk Ma ruf Amin dan JOIN yang Tetap Eksis,Mbah2 kampung? Lo gak tau track record beliau?
2018-08-10 11:26:00,turnbackidiot,Presiden PKS: Sandiaga Itu Santri di Era Post Islamisme,Ijtima ulama apa kabarnya tong?
2018-08-10 11:25:00,cebongjaya,Kader Demokrat di Daerah Tidak Solid Dukung Prabowo,Kehancuran demokrat
2018-08-10 11:14:00,kongkalingkong.,"Rapat Majelis Tinggi selesai, Demokrat dukung Prabowo-Sandi","Ingat!! Jangan menghina ulama, ya akhi!! https://s.kaskus.id/images/2018/08/10/10279163_20180810110126.jpg :salaman Kita lihat aja kampret satu ini bisa dipegang gak omongannya"
2018-08-10 11:08:00,trirestya,Muhaimin Terkejut Jokowi Pilih Ma ruf Amin,https://s.kaskus.id/images/2018/08/10/10220079_201808101106140987.png Mana nih orang?
2018-08-10 11:03:00,bukan.salman,"Rapat Majelis Tinggi selesai, Demokrat dukung Prabowo-Sandi","ane bingung sih gan emang ada data yang valid tentang 500M ? ganyangka dengan pilpres sekarang,semua politiknya sangat abu-abu :D Gampang aja untuk membuktikan 500m itu ada atau gak. Kalo pks udah gak ngotot ngajuin cawapres dari ijtima, itu artinya 500m bener2 ada"
2018-08-10 10:41:00,bukan.salman,"Rapat Majelis Tinggi selesai, Demokrat dukung Prabowo-Sandi",Masuk kardus juga akhirnya
2018-08-10 10:11:00,paman.galau,"GNPF Ulama: Pilih Ma ruf Amin, Jokowi Lebih Cerdas","Alhamdulillah akhirnya Jokowi bersanding dengan Ki Maruf Amin. Bukan langkah maju, dibilang mundur ya mundur. Tetapi setidaknya Jokowi sukses memetakan politik secara jelas, bahwa bukan pemberontakan militer yang harus ditakuti tetapi politik sara yang harus dihindari. Coba sekarang sampeyan ngel..."
2018-08-10 10:05:00,jejeku,Demokrat Buka Peluang Dukung Jokowi-Ma ruf Amin,Nangis aja di pojokan
2018-08-10 09:15:00,silents.,"De Javu 2014, Demokrat Pilih Jokowi atau Prabowo?",Gurem dah
2018-08-09 23:36:00,the..chef,Fadli Zon Selfie Bareng Duet Capres-Cawapres Prabowo-Sandiaga,Wkkwkwkwkwk bikin sial nih orang
2018-08-09 23:34:00,greenxbuto,Mahfud MD: Pak Jokowi Tak Usah Merasa Bersalah,"https://s.kaskus.id/images/2018/08/09/10216845_20180809111248.jpg ngoahahahaha oke nasbung nastak cebong kampret putar otak kembali susun kubu2nya untuk HTI PKS siap2 bener2 gurem :wakaka Masih dikata2in kok. Lo liat aja di twitter. Dikatain tuwir, ada yg bilang bau tanah,"
2018-08-09 23:30:00,paman.galau,"Heboh Jenderal Kardus, Gibran Dompleng Promosi Kardus Baru Markobar",Kita butuh anak presiden yg jago fashion seperti didit
2018-08-09 11:40:00,becakmini.v7,"Keluar dari Rumah SBY, Prabowo: Kita Musyawarah Terus",No deal ngoahahahah
2018-08-09 10:24:00,silents.,Prabowo dan Sandiaga Uno deklarasi siang ini,lah uno kan bukan ijtima ulama? kok pks diem aja? Ya iya lah dapat 500m
2018-08-08 22:06:00,jokiwoodo,PD: Sandi Bayar PAN-PKS Rp 500 M untuk Jadi Cawapres Prabowo,https://s.kaskus.id/images/2018/08/08/5705381_20180808100641.png Sakitttttttttt
2018-08-08 21:54:00,foxvenom88,"Ustad Abdul Shomad Tarung Ketat Dengan AHY, Pengumuman Cawapres Prabowo Ditunda",https://s.kaskus.id/images/2018/08/08/5705381_20180808095356.png Modyarrrrrrrrr wkwkwkwkwkwkwk
2018-08-08 17:58:00,paman.galau,Hakim Komentari Cara Jalan Roro Fitria yang Seperti Boneka,Cakep kalo make up nya tipis gini
2018-08-08 17:56:00,jokiwoodo,"Presiden PKS : Prabowo Tidak Pilih UAS atau Salim Segaf Aljufri, Koalisi Bubar",Baguslah bubar
2018-08-08 17:53:00,khayalan,"Amien Rais ke Rumah Prabowo, Sekjen Gerindra Konsolidasi",Amin mau ijin ngelamar didit kah?
2018-08-08 17:41:00,the..chef,"Pabrik Narkoba Rumahan Digerebek, Pemilik Dikenal Religius dan Dermawan",Panasbung munafik
2018-08-08 16:42:00,indrainiesta28,"Bawa Sabu 1 Kg, Warga Aceh Diamankan Petugas di Bandara Kualanamu",Boleh bawa sabu asalkan seiman
2018-08-08 14:00:00,the..chef,"Motor Gede Milik Dishub yang Jatuh Saat Ditunggangi Anies Baswedan Harganya Rp 1,2 Mi","Gpp dijatuhin, rusak jg gpp Asalkan seiman"
2018-08-08 11:35:00,nyai.dasimah99,"Niat Pamer, Anies Baswedan Jatuhkan Motor Gede ","Ana respect sama keberanian anies, bahkan kepala dishub nya saja ga berani naik motor tersebut. Walaupun jatuh ana rasa pesan yang dikirimkan oleh anies bahwa menjadi seorang pemimpin itu harus berani dalam segala hal itu benar benar sampai ke ana dan mudah mudahan warga dki yang lain juga dapat me"
2018-08-08 10:06:00,mr.khonthol,Pemotor Lewat Trotoar Siap-siap Bisa Dipenjara,Hukum mati aja
2018-08-07 11:32:00,Riz2T,"MUI: Kalau Ragu Vaksin MR Tidak Halal, Tinggalkan!",Gak usah vaksin. Mengurangi populasi org bodoh
2018-08-07 10:08:00,silents.,"Ditolak Pemkot, Deklarasi #2019GantiPresiden Geser ke Banten Lama",Yg nolak masuk neraka
2018-08-07 08:49:00,sorken,"PMII tolak Neno Warisman ke Makassar: Jika nekat datang, kami adang di bandara",Hahaha sukurin
2018-08-06 21:20:00,bikinmuntab,"Demokrat: Walau langit runtuh, koalisi dengan Prabowo tak mungkin berubah",Andi arief wasekjen?
2018-08-06 12:55:00,silents.,"5 Faktor Utama Pertumbuhan Ekonomi RI Melesat ke 5,27%",Tapi panasbung tetap miskin
2018-08-06 12:32:00,kabar.kabur,Ustaz Yusuf Mansur Menangis Lihat Imam Ini Tak Bergeming Saat Gempa,Nanya serius Itu yg merekam siapa?
2018-08-06 11:20:00,bane.,Dua Tahun Setelah Jokowi Ancam Ubrak-abrik Pelabuhan di Priok,Sarang nasbung
2018-08-06 10:29:00,silents.,Ssst... Ini Kisi-kisi Pengumuman Cawapres Jokowi,Jokowi - imam masjid istiqlal Tuh gw berani taruhan
2018-08-06 10:29:00,silents.,Ssst... Ini Kisi-kisi Pengumuman Cawapres Jokowi,Jokowi - imam masjid istiqlal
2018-08-05 16:12:00,pekathik,Istri Terduga Teroris Sleman Cuci Pakaian yang Tersentuh Tetangga,Kelakuan panasbung
2018-08-05 14:45:00,badfilename,PD Desak Jokowi Minta Maaf soal Arahan Berani Jika Diajak Berantem ,Sudah gw tebak Ferdinand kampret
2018-08-05 11:46:00,president.trump,"Jika Prabowo Pilih No 4, Bikin Nangis Ulama dan PKS","Ana tetap yakin prabowo akan memilih salim segaf al jufri bukan hanya karena salim adalah salah satu nama yang di rekom oleh ijtimak ulama, akan tetapi sebagai seorang prajurit sejati prabowo pasti paham betul arti kesetiaan Ayo kita buktikan statement tolol ini"
2018-08-04 20:15:00,annisaputrie,"Dilema Prabowo, Pilih Ustaz Somad atau Tokoh Parpol (Somad Mirip Sudirman?)",Prabowo - uas Puas
2018-08-04 19:00:00,pancidermawan,"Prabowo Unggah Foto Nostalgia, Titiek: Momen Terbaik Mas",Cerai Anak homo
2018-08-04 15:37:00,paman.galau,Prabowo Senang Didukung Tommy Jadi Presiden,Reuni cendana - mantan cendana
2018-08-03 17:12:00,trirestya,"Tak Segera Bayar Rp 30 M, Fahri Hamzah Ancam Sita Gedung PKS",Azab atau cobaan?
2018-08-03 11:53:00,eggy.sujana,Demokrat Yakin AHY Disukai Anak Muda dan Ibu-Ibu,#boncel2019
2018-08-02 10:48:00,tomiraharja,"Setelah #2019GantiPresiden Tak Laku, Demi Ambisi Mardani Serukan #SiapIkutUlama",bentar lg marsela bikin hashtag #2019JadiLakiBeneran :wkwkwk Serius nanya Kenapa sih si mardani sering dikatain bencong?
2018-08-02 10:05:00,madridist,"SD Plus Al-Kautsar Datangkan Guru dari Spanyol, Belajar Makin Asik",Agamanya apa?
2018-08-02 10:03:00,silents.,"Ketua DPRD DKI Prihatin Kondisi Taman Kalijodo, Kamar Mandi Jorok dan Musala Bau",Pokoknya salah ahok
2018-08-02 10:01:00,silents.,PBB Prediksi Akan Muncul Poros Islam di Pilpres 2019,Pbb partai gurem
2018-08-01 12:11:00,kabar.kabur,"Kehidupan Pribadi Putra Prabowo Subianto Dibongkar Anggun C Sasmi, Ternyata",Calon menteri busana nih Cucok cynnn
2018-08-01 12:06:00,buncitbubar,Jawaban Tommy Soeharto saat Ditanya Najwa Shihab Soal Kasus Pembunuhan Hakim Agung,Lebih bagus jadi pembunuh daripada tukang martabak
2018-08-01 11:33:00,kaskus.sajalah,Mesut Özil Foto Bareng Anjingnya Dibanjiri Ceramah Netizen Indonesia,Ayo alumni 212 boikot ozil
2018-07-30 15:07:00,ditusuk.teman,Kali Item Masih Bau Anyir Meski Disemprot Cairan Mikroba,Salah ahok
2018-07-30 14:42:00,rinaldikarza,PKS Pilih Pisah bila Demokrat Jadi Anak Emas Koalisi Prabowo,Pks bikin poros ke3 aja Lumayan buat bahan lawakan
2018-07-30 14:29:00,khloekarmike,"Viral, Pria Asapi Monyet dengan Vapor di Batu Secret Zoo",Kelakuan panasbung
2018-07-30 11:14:00,kriminologi.id,"Kepergok Mesum, PNS Bappeda di Aceh ini Disiram Air Got",Aceh varokah
2018-07-30 11:05:00,purwosoe,Mengapa Prabowo Harus Menjadi Presiden?,Sumur nya bodoh
2018-07-30 10:05:00,khayalan,"SBY Ketemu Prabowo Lagi, Deal or No Deal?",Cawapres dari pks harga mati Ngarep mode: on
2018-07-29 18:45:00,nevertalk,"PKS soal Prabowo siap dukung orang lain maju Pilpres: Luar biasa, itu negarawan!",Tau diri bakalan kalah
2018-07-29 18:38:00,nevertalk,"Sandiaga: Insya Allah anak Betawi cari kerja mudah, sudah ada Pergubnya",Minta kerjaan sama lulung aja
2018-07-29 18:27:00,dybala.mask,"Ada Asian Games, Ekonomi DKI Tumbuh 0,34%, Sumsel 0,47%",denger denger katanya kenapa diadainnya di palembang itu karena politik pdip balas jasanya sama laki nya mbokde banteng yang asalnya dari sana karena sudah jadikan jokowi presiden Ini contoh orang bodoh
2018-07-29 11:54:00,curvyasian,Saat Anies Jadi Imam Salat Prabowo dan Sandi di Rumah Kertanegara,"Jarak antar makmum nya renggang banget... Gpp, kalo prabowo boleh"
2018-07-28 18:28:00,president.trump,"PKS : Jangan Sampai Pacaran dengan Siapa, Nikahnya dengan Siapa","Nikahnya sama siapa, poligaminya sama siapa"
2018-07-28 10:31:00,Riz2T,Zulkifli Hasan: Sekarang Keadaan Kita Tambah Susah Apa Senang?,Susah korupsi
2018-07-28 08:59:00,tante.vero.bitc,Jokowi Minta KPK Profesional Menangani Kasus Adik Ketua MPR,Cie cie partai allah
2018-07-27 21:03:00,silents.,"Terbanyak Ajukan Caleg Eks Napi Koupsi, Gerindra Minta Rakyat Tak Ragu",Partai allah
2018-07-27 20:54:00,foxvenom88,"Dibantu Pemerintah Pusat Atasi Kali Item, Anies Baswedan Malah Bilang Begini",Idola panasbung ini memang gak bs kerja
2018-07-27 20:40:00,idungmanchung,"Foto Bareng Sandiaga, Prabowo: Saatnya Ekonomi Indonesia Bangkit",Halah baik banget
2018-07-27 20:37:00,nevertalk, Semesta mendukung AHY jadi pemimpin ,https://s.kaskus.id/images/2018/07/27/10284908_201807270835490837.jpg Si sukro kok sekarang jarang muncul ya?
2018-07-27 20:25:00,nevertalk,Pakar: Penutupan Kali Item Bisa Sebabkan Ledakan,Panasbung kan memang hobinya ngeledakin sesuatu
2018-07-27 15:37:00,dybala.mask,"Waring dan Rumput Trotoar Hanya Sementara, Anies-Sandi Dinilai Boros",Boleh boros asalkan seiman
2018-07-27 15:36:00,president.trump,"Adiknya Kena OTT KPK, Zulkifli Hasan Minta Maaf","Dimaafkan aja, yg penting seiman"
2018-07-27 15:32:00,411.212,Anies Sebut Ada Stafsus yang Memperkeruh Masalah Kali Item,bodoh boleh asalkan seiman Jakarta makin ancur
2018-07-27 15:28:00,411.212,Begini Cara Pemerintah Pusat Bersihkan dan Kurangi Bau Kali Item,"ini pelajaran buat anies jangan sok jago. jangan sok pinter. bangun komunikasi yg baik dengan pemerintah pusat. jakarta gak hidup sendiri. masalah keamanan ketertiban aja , misalnya. pemprov cuman punya satpol pp. kodam jaya dan polda metro di bawah kendali pusat. semoga anies sadar. Yg penting s"
